ID,read,dir,region,taxon,kingdom,phylum,class,order,family,genus,species,rank,cut-off,confidence,referenceID,blast.score,blast.sim,blast.coverage
SRR9211230,1910,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,EF493293,1.0,1.0,141.0
SRR9211230,1940,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,1.0,1.0,105.0
SRR9211230,2205,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02800150,0.9905700000000001,0.9905700000000001,105.0
SRR9211230,2220,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02800150,0.9905700000000001,0.9905700000000001,105.0
SRR9211230,2284,F,ITS2,Myxozyma sp,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Myxozyma,Myxozyma_sp,species,0.946,0.5857,UDB01878650,1.0,1.0,100.0
SRR9211230,2385,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB06169618,0.98214,0.98214,54.0
SRR9211230,2421,F,ITS2,Luellia cystidiata,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Luellia,Luellia_cystidiata,species,0.943,0.7741,DQ309220,1.0,1.0,68.0
SRR9211230,2562,F,ITS2,Entoloma sericatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sericatum,species,0.943,0.4748,LN850469,1.0,1.0,83.0
SRR9211230,2565,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,UDB06293091,1.0,1.0,54.0
SRR9211230,2667,F,ITS2,Entoloma sericatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sericatum,species,0.943,0.4748,LN850469,0.99548,0.99548,220.0
SRR9211230,2908,F,ITS2,Hydnodontaceae sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp,species,0.943,0.7741,UDB03485734,1.0,1.0,81.0
SRR9211230,302,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211230,3294,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,58.0
SRR9211230,3734,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,1.0,1.0,98.0
SRR9211230,4011,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,1.0,1.0,98.0
SRR9211230,417,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,177.0
SRR9211230,435,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211230,4703,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211230,4953,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,58.0
SRR9211230,5035,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,58.0
SRR9211230,5392,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,0.9899,0.9899,98.0
SRR9211230,6556,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,1.0,1.0,98.0
SRR9211230,6720,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,0.9881,0.9881,83.0
SRR9211230,721,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,177.0
SRR9211230,7272,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,KU727710,0.9661,0.9661,58.0
SRR9211230,7608,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,UDB03329235,0.9468099999999999,0.9468099999999999,93.0
SRR9211230,8051,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,58.0
SRR9211230,9121,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,1.0,1.0,98.0
SRR9211230,937,F,ITS2,Epicoccum italicum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,Epicoccum_italicum,species,0.994,0.3958,KY742099,1.0,1.0,93.0
SRR9211230,9773,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,0.9899,0.9899,98.0
SRR9211230,9802,F,ITS2,Russula sp,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_sp,species,0.7,0.7541,UDB05592967,0.99048,0.99048,104.0
SRR9211232,1099,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,1.0,1.0,98.0
SRR9211232,124,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,1.0,1.0,78.0
SRR9211232,13763,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,KU727710,0.9661,0.9661,58.0
SRR9211232,14750,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,MH855510,0.98039,0.98039,50.0
SRR9211232,15532,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,0.9740300000000001,0.9740300000000001,76.0
SRR9211232,16269,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,0.9899,0.9899,98.0
SRR9211232,17299,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,KU727710,0.9661,0.9661,58.0
SRR9211232,176,F,ITS2,Helotiales sp,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,species,0.703,0.9068,KU727710,0.9661,0.9661,58.0
SRR9211232,18276,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,0.97468,0.97468,78.0
SRR9211232,18339,F,ITS2,Umbelopsis sp,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,Umbelopsis_sp,species,0.7,0.795,UDB06986834,1.0,1.0,103.0
SRR9211232,18351,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,0.98734,0.98734,78.0
SRR9211232,2001,F,ITS2,Lactarius tabidus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,Lactarius_tabidus,species,0.976,0.5127,MT908311,0.9899,0.9899,97.0
SRR9211232,3292,F,ITS2,Hydnodontaceae sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp,species,0.943,0.7741,UDB03485734,0.98734,0.98734,78.0
SRR9211232,3713,F,ITS2,Clavulinaceae sp,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulinaceae_gen_Incertae_sedis,Clavulinaceae_sp,species,0.93,0.7535,KC679837,0.95402,0.95402,85.0
SRR9211232,3855,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,1.0,1.0,105.0
SRR9211232,3996,F,ITS2,Hydnodontaceae sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp,species,0.943,0.7741,UDB03485734,0.9878,0.9878,81.0
SRR9211232,4128,F,ITS2,Hydnodontaceae sp,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Hydnodontaceae_gen_Incertae_sedis,Hydnodontaceae_sp,species,0.943,0.7741,UDB03485734,0.9878,0.9878,81.0
SRR9211232,4144,F,ITS2,Piloderma lanatum,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Piloderma_lanatum,species,0.947,0.7286,UDB001744,0.96447,0.96447,193.0
SRR9211232,4156,F,ITS2,Piloderma lanatum,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Piloderma_lanatum,species,0.947,0.7286,UDB001744,0.96447,0.96447,193.0
SRR9211232,4222,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,1.0,1.0,105.0
SRR9211232,4382,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,1.0,1.0,78.0
SRR9211232,4383,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB01659934,0.98734,0.98734,78.0
SRR9211232,4554,F,ITS2,Entoloma sericatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sericatum,species,0.943,0.4748,LN850469,1.0,1.0,83.0
SRR9211232,5339,F,ITS2,Thelephoraceae sp,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp,species,0.906,0.9692,UDB0487240,1.0,1.0,58.0
SRR9211233,1224,F,ITS2,Hormonema macrosporum,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema_macrosporum,species,0.987,0.5467,AJ244247,1.0,1.0,101.0
SRR9211233,21,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211233,2125,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,AF492089,0.9726,0.9726,72.0
SRR9211233,2347,F,ITS2,Kabatina sp,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina_sp,species,0.987,0.5467,UDB02254156,1.0,1.0,102.0
SRR9211233,2633,F,ITS2,Itersonilia perplexans,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,species,0.979,0.5896,AB072233,0.9905200000000001,0.9905200000000001,210.0
SRR9211233,2635,F,ITS2,Itersonilia perplexans,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,species,0.979,0.5896,AB072233,0.9952599999999999,0.9952599999999999,210.0
SRR9211233,2725,F,ITS2,Hormonema macrosporum,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema_macrosporum,species,0.987,0.5467,AJ244247,1.0,1.0,101.0
SRR9211233,3356,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211233,3583,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211233,525,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,AF492089,0.9726,0.9726,72.0
SRR9211233,6468,F,ITS2,Phaeosphaeria sp,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_sp,species,0.897,0.58,UDB0429089,0.98182,0.98182,109.0
SRR9211233,6596,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211233,8330,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211233,8566,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211233,9476,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211233,97,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211233,k129_8,F,ITS2,Phaeosphaeria sp,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_sp,species,0.897,0.58,UDB0429089,0.98182,0.98182,109.0
SRR9211234,1193,F,ITS2,Agaricomycetes sp,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,species,0.701,0.7281,UDB06360299,0.9740300000000001,0.9740300000000001,76.0
SRR9211234,14309,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02901765,1.0,1.0,53.0
SRR9211234,15168,F,ITS2,Agaricomycetes sp,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,species,0.701,0.7281,UDB06360299,1.0,1.0,76.0
SRR9211234,15249,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02968247,1.0,1.0,53.0
SRR9211234,15347,F,ITS2,Agaricomycetes sp,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,species,0.701,0.7281,UDB06360299,1.0,1.0,76.0
SRR9211234,15786,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02718873,0.99083,0.99083,108.0
SRR9211234,16656,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02968247,1.0,1.0,53.0
SRR9211234,2045,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211234,2050,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,1.0,1.0,105.0
SRR9211234,2180,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02895754,1.0,1.0,86.0
SRR9211234,2203,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03008554,1.0,1.0,58.0
SRR9211234,246,F,ITS2,Piloderma lanatum,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,Piloderma_lanatum,species,0.947,0.7286,UDB001744,0.96954,0.96954,193.0
SRR9211234,2583,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03008554,1.0,1.0,58.0
SRR9211234,2690,F,ITS2,,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,,N/A,N/A,UDB01265101,0.38181780000000004,0.9090900000000001,21.0
SRR9211234,2745,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02739680,0.9770099999999999,0.9770099999999999,86.0
SRR9211234,2751,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB03012281,1.0,1.0,105.0
SRR9211234,3549,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211234,430,F,ITS2,Agaricomycetes sp,Fungi,Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp,species,0.701,0.7281,UDB06360299,1.0,1.0,76.0
SRR9211234,4573,F,ITS2,Cladophialophora sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora_sp,species,0.7,0.9573,UDB02718873,1.0,1.0,108.0
SRR9211234,4997,F,ITS2,Cenococcum sp,Fungi,Ascomycota,Dothideomycetes,Mytilinidales,Gloniaceae,Cenococcum,Cenococcum_sp,species,0.904,0.7378,UDB0728486,1.0,1.0,70.0
SRR9211234,941,F,ITS2,Solicoccozyma terricola,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,species,0.92,0.4957,AF444350,1.0,1.0,83.0
SRR9211235,1620,F,ITS2,Itersonilia perplexans,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,species,0.979,0.5896,AB072233,0.9952599999999999,0.9952599999999999,210.0
SRR9211235,1668,F,ITS2,Hormonema macrosporum,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema_macrosporum,species,0.987,0.5467,AJ244247,0.9902,0.9902,101.0
SRR9211235,1771,F,ITS2,Hormonema macrosporum,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Hormonema,Hormonema_macrosporum,species,0.987,0.5467,AJ244247,1.0,1.0,101.0
SRR9211235,1793,F,ITS2,Epithamnolia sp,Fungi,Ascomycota,Leotiomycetes,Leotiales,Mniaeciaceae,Epithamnolia,Epithamnolia_sp,species,0.959,0.434,UDB05366762,1.0,1.0,55.0
SRR9211235,2164,F,ITS2,Chaetothyriales sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp,species,0.7,0.9085,MF976563,1.0,1.0,52.0
SRR9211235,3238,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211235,5114,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211235,5990,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.9607800000000001,0.9607800000000001,50.0
SRR9211236,1166,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,1457,F,ITS2,Kabatina sp,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina_sp,species,0.987,0.5467,UDB02254156,1.0,1.0,102.0
SRR9211236,1490,F,ITS2,Itersonilia perplexans,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,Itersonilia_perplexans,species,0.979,0.5896,AB072233,0.9952599999999999,0.9952599999999999,210.0
SRR9211236,1624,F,ITS2,Taphrina communis,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,Taphrina_communis,species,0.984,0.6597,AF492086,0.9863,0.9863,72.0
SRR9211236,1649,F,ITS2,Kabatina sp,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina_sp,species,0.987,0.5467,UDB02254156,1.0,1.0,102.0
SRR9211236,1698,F,ITS2,Dothiora,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,unidentified,genus,0.963,0.3882,UDB05274089,0.98,0.98,99.0
SRR9211236,18,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
SRR9211236,1925,F,ITS2,Kabatina sp,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina_sp,species,0.987,0.5467,UDB02254156,0.99029,0.99029,102.0
SRR9211236,22,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,2318,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,2764,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,3873,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,1.0,1.0,50.0
SRR9211236,3943,F,ITS2,Herpotrichiellaceae sp,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Herpotrichiellaceae_gen_Incertae_sedis,Herpotrichiellaceae_sp,species,0.891,0.8497,UDB03379107,0.98039,0.98039,50.0
